handle,id,text,created_at,likes,retweets,url
ShahBalen,1970102676781445620,"कक्षा १-१० छात्रवृति विवरण :

https://t.co/1wPa37ONfh https://t.co/UdC7Ej3XOF",Mon Sep 22 12:27:35 +0000 2025,740,90,https://x.com/ShahBalen/status/1970102676781445620
ShahBalen,1969740112092336637,https://t.co/ichkb3WTkC,Sun Sep 21 12:26:53 +0000 2025,1426,120,https://x.com/ShahBalen/status/1969740112092336637
ShahBalen,1966546094214836536,"प्रिय Gen Z,
तपाईहरूको योगदान र बलिदानबाट देशले परिवर्तन पाएको छ।

वीर सहिदहरूप्रति हार्दिक श्रद्धाञ्जली। तपाईंहरूको योगदान अमूल्य छ, जसले सधैं भावी पुस्तालाई देशप्रेम र कर्तव्यबोधको मार्गदर्शन गर्नेछ। तपाईहरूप्रति असिम सम्मान।

घाइतेहरूको शीघ्र स्वास्थ्यलाभको कामना गर्दछु। https://t.co/GxY85MVVx9",Fri Sep 12 16:55:00 +0000 2025,4502,606,https://x.com/ShahBalen/status/1966546094214836536
ShahBalen,1965815017837879702,https://t.co/8kYtca4Jtp,Wed Sep 10 16:29:57 +0000 2025,5687,986,https://x.com/ShahBalen/status/1965815017837879702
ShahBalen,1965347418691821964,https://t.co/RO38wsy2Dm,Tue Sep 09 09:31:53 +0000 2025,5228,1153,https://x.com/ShahBalen/status/1965347418691821964
ShahBalen,1965115818527834588,"तेरो भरौटेहरूको पो बा भइस् ।

साँच्चै नै कहिले बा हुन पाएको  भए पो छोरा छोरीको मृत्युको पीडा बुज्थिस ।

यस्तो आतङ्क वाद यो विश्वले कहिले देखेको थिएन ।

त नेता त के मान्छे पनि बन्न सकेनस, आतङ्क बादी होस ।

#kpoliisterriorist",Mon Sep 08 18:11:35 +0000 2025,9841,3223,https://x.com/ShahBalen/status/1965115818527834588
ShahBalen,1964629336444858572,https://t.co/3OTAzg8s9P,Sun Sep 07 09:58:29 +0000 2025,4202,572,https://x.com/ShahBalen/status/1964629336444858572
ShahBalen,1940395410553765898,कक्षा ११ मा अध्ययन गर्न चाहने विद्यार्थीहरूलाई परीक्षा लिएर छात्रवृत्ति प्रदान गर्ने कार्यलाई हामीले तेस्रो वर्ष पनि निरन्तरता दिएका छौँ। https://t.co/t40MQS8ytE,Wed Jul 02 13:01:31 +0000 2025,1191,113,https://x.com/ShahBalen/status/1940395410553765898
ShahBalen,1932253507043950605,Sip Mela 2082 :) https://t.co/kRWnOZCSQU,Tue Jun 10 01:48:30 +0000 2025,1079,106,https://x.com/ShahBalen/status/1932253507043950605
ShahBalen,1926156618388881836,https://t.co/Wstp64G4Ya,Sat May 24 06:01:38 +0000 2025,1078,102,https://x.com/ShahBalen/status/1926156618388881836
ShahBalen,1923229991354921043,https://t.co/h1A4q0CGFn,Fri May 16 04:12:16 +0000 2025,733,84,https://x.com/ShahBalen/status/1923229991354921043
ShahBalen,1917765232811807024,२०८२ जनालाई सिपमूलक तालिम प्रदान गर्ने लक्ष्यसहित जेठ ७ गतेदेखि टुंडिखेलमा ‘सिप मेला २०८२’ सुरु हुने https://t.co/ZWuzE3cLcz,Thu May 01 02:17:16 +0000 2025,944,95,https://x.com/ShahBalen/status/1917765232811807024
ShahBalen,1913231726455013448,https://t.co/msoKdUGHDC,Fri Apr 18 14:02:44 +0000 2025,638,50,https://x.com/ShahBalen/status/1913231726455013448
ShahBalen,1913093633584107825,https://t.co/XSbN2OBVki,Fri Apr 18 04:54:00 +0000 2025,680,58,https://x.com/ShahBalen/status/1913093633584107825
ShahBalen,1912880312838684731,https://t.co/sa8BKAqTFl,Thu Apr 17 14:46:20 +0000 2025,697,50,https://x.com/ShahBalen/status/1912880312838684731
ShahBalen,1912702677894455674,https://t.co/SRRf8Pxp1j,Thu Apr 17 03:00:29 +0000 2025,1223,109,https://x.com/ShahBalen/status/1912702677894455674
ShahBalen,1903789230729404611,https://t.co/xpFY7c5jRr,Sun Mar 23 12:41:37 +0000 2025,3112,384,https://x.com/ShahBalen/status/1903789230729404611
ShahBalen,1896523959753207992,https://t.co/uaq3Fdd7uB,Mon Mar 03 11:32:02 +0000 2025,2697,397,https://x.com/ShahBalen/status/1896523959753207992
ShahBalen,1895491822463643997,"प्रधानमन्त्रीज्यु ,

भोको पेट मारेर मलाई हराउन खोज्नु भाकोछ ,
हामी त तपाईंकै मदन भण्डारीको सपना पुरा गर्न हिडेको मन्छे !

मलाई हराउने ताकमा , देशलाई चै नडुबाउनु होला !!",Fri Feb 28 15:10:41 +0000 2025,5549,664,https://x.com/ShahBalen/status/1895491822463643997
ShahBalen,1895115624688558160,"१५ हजार ९० बर्गफुट सार्वजनिक क्षेत्रमा सांस्कृतिक आकृतिको भित्तेचित्र लेखन सम्पन्न 

सांस्कृतिक सहरको गरिमा प्रवर्धन र सहरी सुन्दरता अभिवृद्धि गर्नका लागि सार्वजनिक स्थलहरुमा चित्रकला निर्माण गरिएको हो । https://t.co/hxD5O9ds5e",Thu Feb 27 14:15:49 +0000 2025,1998,174,https://x.com/ShahBalen/status/1895115624688558160
ShahBalen,1894680024541966782,:) https://t.co/2J1jr0EMLb,Wed Feb 26 09:24:53 +0000 2025,2122,123,https://x.com/ShahBalen/status/1894680024541966782
ShahBalen,1892547404110655764,"सम्पदा क्षेत्रहरुमा ढुङ्गा छाप्ने कार्य!

३२ हजार ८५१ वर्गमिटर क्षेत्रमा ढुङ्गा छाप्ने लक्ष्य, ८ मध्ये ५ वटा योजना सम्पन्न

सहरी सौन्दर्य, सम्पदा संरक्षण र पैदल यात्रीलाई सहजताको लागि काठमाडौँ महानगरपालिकाको निरन्तर प्रयासरत भएको हजुरहरुलाई अवगत नै छ । https://t.co/8VPijA8GFR",Thu Feb 20 12:10:37 +0000 2025,2252,160,https://x.com/ShahBalen/status/1892547404110655764
ShahBalen,1889890678760776178,"🛠️ निःशुल्क व्यावसायिक तथा सीपमूलक तालिममा आवेदन दिनुहोस्! 🎨

फाराम भर्नुहोस्: https://t.co/3F5txGz8wV

📞 टोल फ्री नम्बर: ११८० वा १६६००१०५५११
📱 मोबाइल: ९८५११०२५८५, ९८१८२०६२५३ https://t.co/ItXRS6mbsm",Thu Feb 13 04:13:44 +0000 2025,549,80,https://x.com/ShahBalen/status/1889890678760776178
ShahBalen,1889673591777542512,"३६ स्थानमा अन डिमान्ड पेडेष्ट्रियन क्रसिङ् (पेलिकन) प्रणाली जडान

काठमाडौँ महानगरपालिका ३३ वटा सामुदायिक विद्यालय र ३ वटा अस्पतालमा गरी  ३६ वटा क्षेत्रमा अन डिमान्ड पेडेष्ट्रियन क्रसिङ् (पेलिकन) प्रणाली जडान गरिएको छ । https://t.co/j6I8AFuBtu",Wed Feb 12 13:51:07 +0000 2025,1487,123,https://x.com/ShahBalen/status/1889673591777542512
ShahBalen,1889137861804556623,"BALEN - NEPAL HASEKO :)

https://t.co/qfhXuECGg8 via @YouTube https://t.co/Lp6YVjDjhj",Tue Feb 11 02:22:19 +0000 2025,1241,109,https://x.com/ShahBalen/status/1889137861804556623
ShahBalen,1888590716517163071,:) :) https://t.co/QWhmk7qyy0,Sun Feb 09 14:08:09 +0000 2025,1741,151,https://x.com/ShahBalen/status/1888590716517163071
ShahBalen,1884248377074016474,"पार्क तथा हरियाली प्रवर्धन 

काठमाडौँ महानगरपालिकाले खुला ठाउँको संरक्षणसँगै व्यवस्थित पार्क विकास गरिरहेको छ । उद्यान तथा हरियाली आयोजनाले गएको वर्षबाट थालिएका करिब १६ वटा पार्कको निर्माण, पुनःनिर्माणको काम गरिरहेको छ । https://t.co/KuFJPGvQAT",Tue Jan 28 14:33:15 +0000 2025,1530,153,https://x.com/ShahBalen/status/1884248377074016474
ShahBalen,1883087723046793218,सडक गुडिरहेका २९२ वटा सवारी साधन चेकजाँच गर्दा १७४ वटा फेल https://t.co/4bQhgJFuvt,Sat Jan 25 09:41:13 +0000 2025,890,83,https://x.com/ShahBalen/status/1883087723046793218
ShahBalen,1880611909621411886,"ऐतिहासिक सफलता।  
खो-खोमा नेपाल महिला र पुरुष दुबैमा विश्वकपको फाइनलमा प्रवेश गरेको छ।  

बधाई र फाइनलको लागि शुभकामना। https://t.co/36mC2DqVdF",Sat Jan 18 13:43:13 +0000 2025,1244,80,https://x.com/ShahBalen/status/1880611909621411886
ShahBalen,1880452927481082360,"ढुङ्गा छाप्ने कार्य !!

अहिले महानगरपालिका वडा नं. २७ को असनबाट कमलाछी हुँदै जमलतर्फको सडक खण्डमा ढुङ्गा छाप्ने र असनबाट भोटाहिटीतर्फको सडक खण्डमा इटा छाप्ने काम भइरहेको छ । https://t.co/sTxbSYrBtQ",Sat Jan 18 03:11:29 +0000 2025,1481,92,https://x.com/ShahBalen/status/1880452927481082360
ShahBalen,1880255812146508197,"नक्साल ढुङ्गेधारा पुन: स्थापनाको अन्तिम चरणमा 

वडाध्यक्ष भरतलाल श्रेष्ठ भन्नुहुन्छ, अव २५ प्रतिशत जतिकाम बाँकी होला । सम्पदा तथा पर्यटन विभागका प्रमुख कुमारी राई भन्नुहुन्छ, मल्लकालीन स्मारक हो । पूर्खाको नासो जोगियो । https://t.co/e9S4IyuJNo",Fri Jan 17 14:08:13 +0000 2025,1050,72,https://x.com/ShahBalen/status/1880255812146508197
ShahBalen,1880118460937826327,"के तपाईको सवारी साधनको अवस्था ठिक छ? प्रदुषणको मात्रा धेरै छ ? अवस्था ठिक  छैन भने सवारीसाधनलाई मर्मत सरसफाइ गराउनु होला ।

हामी ट्राफिक प्रहरीको सहकार्यका सवारी साधनहरुको प्रदुषण जाँच गरिराखेको छौ । https://t.co/wN1EPLM8uc",Fri Jan 17 05:02:26 +0000 2025,649,62,https://x.com/ShahBalen/status/1880118460937826327
ShahBalen,1879907236874703020,"सम्पदा स्मारकहरुको पुन:निर्माण उच्च प्राथमिकता र तीब्र गतिमा गर्दैछौँ !!

- भद्रकाली मन्दिर पुन:निर्माण

मन्दिरको पश्चिम, उत्तर र दक्षिणतिर पाटी सत्तललगायत भवन संरचना छन् । 

- महाङ्काल मन्दिर परिसर चौघेरा सत्तलको मौलिक स्वरुपमा पुननिर्माण जारी! https://t.co/8NnqYecRrl",Thu Jan 16 15:03:06 +0000 2025,1193,100,https://x.com/ShahBalen/status/1879907236874703020
ShahBalen,1879465680900411677,"Sano Gaucharan Football Training Ground
सानो गौचरण स्टेडियम, 

स्टेडियममा ९६×६२ मिटरको खेल मैदान हुनेछ । मैदानमा आकाशे पानी पुन:भरण प्रणालीसहितको कृतिम घाँस राखिनेछ । यसमा २८ वटा चार पाङ्ग्रे र १७८ वटा २ पाङ्ग्रे सवारी साधन अट्ने क्षमताको पार्किङ् हुनेछ । https://t.co/UHP0XhmgbS",Wed Jan 15 09:48:31 +0000 2025,1146,85,https://x.com/ShahBalen/status/1879465680900411677
ShahBalen,1879393665686401347,"दमकल जान नसक्ने गल्लीमा ड्राइराइजर (Fire Hydrant) राखेर आगलागीका समयमा पानी प्राप्त गर्ने प्रणाली स्थापना गर्दै काठमाडौँ महानगरपालिका  

दमकल जान नसक्ने साँघुरा सडक तथा गल्लीमा हुने आगलागीका समयमा आगो निभाउन प्रयोग गर्न सकिने गरी राखिएको सुख्खा पाइप लाइन ड्राइराइजर हो https://t.co/GmAJ4Af6kN",Wed Jan 15 05:02:22 +0000 2025,1274,109,https://x.com/ShahBalen/status/1879393665686401347
ShahBalen,1878740450242330708,"सामुदायिक र संस्थागत विद्यालयका शिक्षकहरुको क्षमता विकास तालिम: शैक्षिक गुणस्तर सुधारको पहल

आवेदन दिन : https://t.co/bfEgNiZOwg https://t.co/OVCRdBQGsL",Mon Jan 13 09:46:43 +0000 2025,419,49,https://x.com/ShahBalen/status/1878740450242330708
ShahBalen,1877706781675401313,"🎟️ निमन्त्रणा:

परम्परागत खानाका पारखीहरूलाई मेलामा सहभागी भई स्थानीय खानाको स्वाद लिँदै रचनात्मक उद्योग प्रवर्धनमा योगदान दिन हार्दिक निमन्त्रणा छ। https://t.co/lsUPX59CdM",Fri Jan 10 13:19:17 +0000 2025,764,73,https://x.com/ShahBalen/status/1877706781675401313
ShahBalen,1868534732730020272,"अलबिदा महानगरको परिकल्पनाकार ।
काठमाडौ नगरपालिका लाई महानगर बनाउने आदरणीय पिएल सिंहको असामयिक निधन प्रति हार्दिक श्रध्दाञ्जलि अर्पण तथा बैकुण्ठ बासको कामना गर्दछु। https://t.co/0pepAwj0eM",Mon Dec 16 05:52:50 +0000 2024,1077,50,https://x.com/ShahBalen/status/1868534732730020272
ShahBalen,1860160179368763886,Grassroot मार्फत  खेलाडी उत्पादनमा महानगरको प्रयास !! https://t.co/WoeHe9YKso,Sat Nov 23 03:15:21 +0000 2024,761,65,https://x.com/ShahBalen/status/1860160179368763886
ShahBalen,1854015110148407321,https://t.co/KjEEILNoYE,Wed Nov 06 04:17:02 +0000 2024,619,43,https://x.com/ShahBalen/status/1854015110148407321
ShahBalen,1851860644922028325,"लक्ष्मी पुजाको शुभकामना हजुरहरुलाई :) 

#OurLaxmi https://t.co/d9YFOUdwd9",Thu Oct 31 05:35:58 +0000 2024,1891,62,https://x.com/ShahBalen/status/1851860644922028325
ShahBalen,1851725206446109042,"देशलाई जोड्ने खेलाडीहरुलाई हार्दिक हार्दिक बधाइ । सधै देशलाई यसरीनै मायाले समात्नु होला  ।
नेता र राजनितीले टुक्राएको देशलाई  सधै यसरीनै जोड्ने काम गरि राख्नु होला । https://t.co/2OcALmFWyM",Wed Oct 30 20:37:47 +0000 2024,1585,133,https://x.com/ShahBalen/status/1851725206446109042
