row_id,handle,id,text,created_at,likes,retweets,url,text_nepali_only,is_valid_nepali_only,word_count,sentiment,tweet_id,sentence_text,sentence_index
12,ShahBalen,2047639055240933617,"बिर्सनुभयो कि सम्झनुहुन्छ, हरेक वर्षको बाढीका कारण काठमाडौँका नदीकिनारमा रहेका हजारौँ मानिस ज्यान मात्र जोगाएर आफ्ना सबै सामान छोड्दै भाग्नुपरेको अनि सरकारले उद्धार गर्नुपरेको दृश्य!

यो वर्षौँदेखिको समस्या हो र हरेक वर्ष दोहोरिने नियति पनि। यो समस्यालाई अब आउने वर्षका लागि थाती https://t.co/y6EDlDbZ1C",Fri Apr 24 11:29:28 +0000 2026,3242,603,https://x.com/ShahBalen/status/2047639055240933617,बिर्सनुभयो कि सम्झनुहुन्छ हरेक वर्षको बाढीका कारण काठमाडौँका नदीकिनारमा रहेका हजारौँ मानिस ज्यान मात्र जोगाएर आफ्ना सबै सामान छोड्दै भाग्नुपरेको अनि सरकारले उद्धार गर्नुपरेको दृश्य यो वर्षौँदेखिको समस्या हो र हरेक वर्ष दोहोरिने नियति पनि। यो समस्यालाई अब आउने वर्षका लागि थाती,True,42,,2047639055240933617,बिर्सनुभयो कि सम्झनुहुन्छ हरेक वर्षको बाढीका कारण काठमाडौँका नदीकिनारमा रहेका हजारौँ मानिस ज्यान मात्र जोगाएर आफ्ना सबै सामान छोड्दै भाग्नुपरेको अनि सरकारले उद्धार गर्नुपरेको दृश्य यो वर्षौँदेखिको समस्या हो र हरेक वर्ष दोहोरिने नियति पनि।,0
13,ShahBalen,2047639055240933617,"बिर्सनुभयो कि सम्झनुहुन्छ, हरेक वर्षको बाढीका कारण काठमाडौँका नदीकिनारमा रहेका हजारौँ मानिस ज्यान मात्र जोगाएर आफ्ना सबै सामान छोड्दै भाग्नुपरेको अनि सरकारले उद्धार गर्नुपरेको दृश्य!

यो वर्षौँदेखिको समस्या हो र हरेक वर्ष दोहोरिने नियति पनि। यो समस्यालाई अब आउने वर्षका लागि थाती https://t.co/y6EDlDbZ1C",Fri Apr 24 11:29:28 +0000 2026,3242,603,https://x.com/ShahBalen/status/2047639055240933617,बिर्सनुभयो कि सम्झनुहुन्छ हरेक वर्षको बाढीका कारण काठमाडौँका नदीकिनारमा रहेका हजारौँ मानिस ज्यान मात्र जोगाएर आफ्ना सबै सामान छोड्दै भाग्नुपरेको अनि सरकारले उद्धार गर्नुपरेको दृश्य यो वर्षौँदेखिको समस्या हो र हरेक वर्ष दोहोरिने नियति पनि। यो समस्यालाई अब आउने वर्षका लागि थाती,True,42,,2047639055240933617,यो समस्यालाई अब आउने वर्षका लागि थाती,1
14,ShahBalen,2046603425518137754,"The God of Rain, from Assam to Lalitpur: 

आजबाट उपत्यकाको सबैभन्दा लामो र ऐतिहासिक जात्रा-रातो मच्छिन्द्रनाथ जात्रा सुरु भएको छ। 
पाटनको पुल्चोकबाट आरम्भ हुने यो भव्य जात्रामा सहकालका देवता रातो मच्छिन्द्रनाथलाई रथमा विराजमान गराई शहरका विभिन्न ठाउँमा घुमाइन्छ। करिब दुई https://t.co/nIy0qrBuke",Tue Apr 21 14:54:15 +0000 2026,3108,338,https://x.com/ShahBalen/status/2046603425518137754,आजबाट उपत्यकाको सबैभन्दा लामो र ऐतिहासिक जात्रा रातो मच्छिन्द्रनाथ जात्रा सुरु भएको छ। पाटनको पुल्चोकबाट आरम्भ हुने यो भव्य जात्रामा सहकालका देवता रातो मच्छिन्द्रनाथलाई रथमा विराजमान गराई शहरका विभिन्न ठाउँमा घुमाइन्छ। करिब दुई,True,33,,2046603425518137754,आजबाट उपत्यकाको सबैभन्दा लामो र ऐतिहासिक जात्रा रातो मच्छिन्द्रनाथ जात्रा सुरु भएको छ।,0
15,ShahBalen,2046603425518137754,"The God of Rain, from Assam to Lalitpur: 

आजबाट उपत्यकाको सबैभन्दा लामो र ऐतिहासिक जात्रा-रातो मच्छिन्द्रनाथ जात्रा सुरु भएको छ। 
पाटनको पुल्चोकबाट आरम्भ हुने यो भव्य जात्रामा सहकालका देवता रातो मच्छिन्द्रनाथलाई रथमा विराजमान गराई शहरका विभिन्न ठाउँमा घुमाइन्छ। करिब दुई https://t.co/nIy0qrBuke",Tue Apr 21 14:54:15 +0000 2026,3108,338,https://x.com/ShahBalen/status/2046603425518137754,आजबाट उपत्यकाको सबैभन्दा लामो र ऐतिहासिक जात्रा रातो मच्छिन्द्रनाथ जात्रा सुरु भएको छ। पाटनको पुल्चोकबाट आरम्भ हुने यो भव्य जात्रामा सहकालका देवता रातो मच्छिन्द्रनाथलाई रथमा विराजमान गराई शहरका विभिन्न ठाउँमा घुमाइन्छ। करिब दुई,True,33,,2046603425518137754,पाटनको पुल्चोकबाट आरम्भ हुने यो भव्य जात्रामा सहकालका देवता रातो मच्छिन्द्रनाथलाई रथमा विराजमान गराई शहरका विभिन्न ठाउँमा घुमाइन्छ।,1
17,ShahBalen,2044974129049489875,"“जननी जन्मभूमिश्च स्वर्गादपि गरीयसी”
माता र मातृभूमि स्वर्गभन्दा पनि महान् हुन्छन्। 

माताको काख न्यानो, चरण तीर्थजस्तै पवित्र। मातातीर्थ औँसीको यस पावन अवसरमा माया र त्यागको अनुपम उदाहरण बनिरहने सृष्टिकी मुहान सम्पूर्ण आमाहरूप्रति हार्दिक सम्मान, कृतज्ञता र नमन व्यक्त गर्दछु।",Fri Apr 17 03:00:00 +0000 2026,3656,390,https://x.com/ShahBalen/status/2044974129049489875,जननी जन्मभूमिश्च स्वर्गादपि गरीयसी माता र मातृभूमि स्वर्गभन्दा पनि महान् हुन्छन्। माताको काख न्यानो चरण तीर्थजस्तै पवित्र। मातातीर्थ औँसीको यस पावन अवसरमा माया र त्यागको अनुपम उदाहरण बनिरहने सृष्टिकी मुहान सम्पूर्ण आमाहरूप्रति हार्दिक सम्मान कृतज्ञता र नमन व्यक्त गर्दछु।,True,39,,2044974129049489875,जननी जन्मभूमिश्च स्वर्गादपि गरीयसी माता र मातृभूमि स्वर्गभन्दा पनि महान् हुन्छन्।,0
18,ShahBalen,2044974129049489875,"“जननी जन्मभूमिश्च स्वर्गादपि गरीयसी”
माता र मातृभूमि स्वर्गभन्दा पनि महान् हुन्छन्। 

माताको काख न्यानो, चरण तीर्थजस्तै पवित्र। मातातीर्थ औँसीको यस पावन अवसरमा माया र त्यागको अनुपम उदाहरण बनिरहने सृष्टिकी मुहान सम्पूर्ण आमाहरूप्रति हार्दिक सम्मान, कृतज्ञता र नमन व्यक्त गर्दछु।",Fri Apr 17 03:00:00 +0000 2026,3656,390,https://x.com/ShahBalen/status/2044974129049489875,जननी जन्मभूमिश्च स्वर्गादपि गरीयसी माता र मातृभूमि स्वर्गभन्दा पनि महान् हुन्छन्। माताको काख न्यानो चरण तीर्थजस्तै पवित्र। मातातीर्थ औँसीको यस पावन अवसरमा माया र त्यागको अनुपम उदाहरण बनिरहने सृष्टिकी मुहान सम्पूर्ण आमाहरूप्रति हार्दिक सम्मान कृतज्ञता र नमन व्यक्त गर्दछु।,True,39,,2044974129049489875,माताको काख न्यानो चरण तीर्थजस्तै पवित्र।,1
19,ShahBalen,2044974129049489875,"“जननी जन्मभूमिश्च स्वर्गादपि गरीयसी”
माता र मातृभूमि स्वर्गभन्दा पनि महान् हुन्छन्। 

माताको काख न्यानो, चरण तीर्थजस्तै पवित्र। मातातीर्थ औँसीको यस पावन अवसरमा माया र त्यागको अनुपम उदाहरण बनिरहने सृष्टिकी मुहान सम्पूर्ण आमाहरूप्रति हार्दिक सम्मान, कृतज्ञता र नमन व्यक्त गर्दछु।",Fri Apr 17 03:00:00 +0000 2026,3656,390,https://x.com/ShahBalen/status/2044974129049489875,जननी जन्मभूमिश्च स्वर्गादपि गरीयसी माता र मातृभूमि स्वर्गभन्दा पनि महान् हुन्छन्। माताको काख न्यानो चरण तीर्थजस्तै पवित्र। मातातीर्थ औँसीको यस पावन अवसरमा माया र त्यागको अनुपम उदाहरण बनिरहने सृष्टिकी मुहान सम्पूर्ण आमाहरूप्रति हार्दिक सम्मान कृतज्ञता र नमन व्यक्त गर्दछु।,True,39,,2044974129049489875,मातातीर्थ औँसीको यस पावन अवसरमा माया र त्यागको अनुपम उदाहरण बनिरहने सृष्टिकी मुहान सम्पूर्ण आमाहरूप्रति हार्दिक सम्मान कृतज्ञता र नमन व्यक्त गर्दछु।,2
20,ShahBalen,2043861294584046060,"सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः।
सर्वे भद्राणि पश्यन्तु, मा कश्चिद् दुःखभाग् भवेत्॥

हामी सबैको जीवनमा सुख, आरोग्य र कल्याण छाओस्।
सदैव शुभ होस्, निर्विघ्नता रहोस् र दुःखको हरण होस्।
नयाँ वर्ष २०८३ को शुभारम्भको यस पावन अवसरमा सम्पूर्णमा सुख, शान्ति र समृद्धिको हार्दिक",Tue Apr 14 01:18:00 +0000 2026,6490,621,https://x.com/ShahBalen/status/2043861294584046060,सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः। सर्वे भद्राणि पश्यन्तु मा कश्चिद् दुःखभाग् भवेत्॥ हामी सबैको जीवनमा सुख आरोग्य र कल्याण छाओस्। सदैव शुभ होस् निर्विघ्नता रहोस् र दुःखको हरण होस्। नयाँ वर्ष २०८३ को शुभारम्भको यस पावन अवसरमा सम्पूर्णमा सुख शान्ति र समृद्धिको हार्दिक,True,44,,2043861294584046060,सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः।,0
21,ShahBalen,2043861294584046060,"सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः।
सर्वे भद्राणि पश्यन्तु, मा कश्चिद् दुःखभाग् भवेत्॥

हामी सबैको जीवनमा सुख, आरोग्य र कल्याण छाओस्।
सदैव शुभ होस्, निर्विघ्नता रहोस् र दुःखको हरण होस्।
नयाँ वर्ष २०८३ को शुभारम्भको यस पावन अवसरमा सम्पूर्णमा सुख, शान्ति र समृद्धिको हार्दिक",Tue Apr 14 01:18:00 +0000 2026,6490,621,https://x.com/ShahBalen/status/2043861294584046060,सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः। सर्वे भद्राणि पश्यन्तु मा कश्चिद् दुःखभाग् भवेत्॥ हामी सबैको जीवनमा सुख आरोग्य र कल्याण छाओस्। सदैव शुभ होस् निर्विघ्नता रहोस् र दुःखको हरण होस्। नयाँ वर्ष २०८३ को शुभारम्भको यस पावन अवसरमा सम्पूर्णमा सुख शान्ति र समृद्धिको हार्दिक,True,44,,2043861294584046060,सर्वे भद्राणि पश्यन्तु मा कश्चिद् दुःखभाग् भवेत्॥ हामी सबैको जीवनमा सुख आरोग्य र कल्याण छाओस्।,1
22,ShahBalen,2043861294584046060,"सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः।
सर्वे भद्राणि पश्यन्तु, मा कश्चिद् दुःखभाग् भवेत्॥

हामी सबैको जीवनमा सुख, आरोग्य र कल्याण छाओस्।
सदैव शुभ होस्, निर्विघ्नता रहोस् र दुःखको हरण होस्।
नयाँ वर्ष २०८३ को शुभारम्भको यस पावन अवसरमा सम्पूर्णमा सुख, शान्ति र समृद्धिको हार्दिक",Tue Apr 14 01:18:00 +0000 2026,6490,621,https://x.com/ShahBalen/status/2043861294584046060,सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः। सर्वे भद्राणि पश्यन्तु मा कश्चिद् दुःखभाग् भवेत्॥ हामी सबैको जीवनमा सुख आरोग्य र कल्याण छाओस्। सदैव शुभ होस् निर्विघ्नता रहोस् र दुःखको हरण होस्। नयाँ वर्ष २०८३ को शुभारम्भको यस पावन अवसरमा सम्पूर्णमा सुख शान्ति र समृद्धिको हार्दिक,True,44,,2043861294584046060,सदैव शुभ होस् निर्विघ्नता रहोस् र दुःखको हरण होस्।,2
23,ShahBalen,2043861294584046060,"सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः।
सर्वे भद्राणि पश्यन्तु, मा कश्चिद् दुःखभाग् भवेत्॥

हामी सबैको जीवनमा सुख, आरोग्य र कल्याण छाओस्।
सदैव शुभ होस्, निर्विघ्नता रहोस् र दुःखको हरण होस्।
नयाँ वर्ष २०८३ को शुभारम्भको यस पावन अवसरमा सम्पूर्णमा सुख, शान्ति र समृद्धिको हार्दिक",Tue Apr 14 01:18:00 +0000 2026,6490,621,https://x.com/ShahBalen/status/2043861294584046060,सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः। सर्वे भद्राणि पश्यन्तु मा कश्चिद् दुःखभाग् भवेत्॥ हामी सबैको जीवनमा सुख आरोग्य र कल्याण छाओस्। सदैव शुभ होस् निर्विघ्नता रहोस् र दुःखको हरण होस्। नयाँ वर्ष २०८३ को शुभारम्भको यस पावन अवसरमा सम्पूर्णमा सुख शान्ति र समृद्धिको हार्दिक,True,44,,2043861294584046060,नयाँ वर्ष २०८३ को शुभारम्भको यस पावन अवसरमा सम्पूर्णमा सुख शान्ति र समृद्धिको हार्दिक,3
24,ShahBalen,2029522914585047263,"हजुरको नेतृत्वमा आज लोकतन्त्रले जितेको छ ।

#आमा https://t.co/bh7yYgwjOi",Thu Mar 05 11:42:24 +0000 2026,6978,463,https://x.com/ShahBalen/status/2029522914585047263,हजुरको नेतृत्वमा आज लोकतन्त्रले जितेको छ । आमा,True,8,,2029522914585047263,हजुरको नेतृत्वमा आज लोकतन्त्रले जितेको छ ।,0
26,ShahBalen,2029380927437324462,"मैले त मेरो मत अधिकार प्रयोग गरे ।
अनि तपाइँले नि ? https://t.co/JcUr2qbjXM",Thu Mar 05 02:18:11 +0000 2026,4840,256,https://x.com/ShahBalen/status/2029380927437324462,मैले त मेरो मत अधिकार प्रयोग गरे । अनि तपाइँले नि,True,11,,2029380927437324462,मैले त मेरो मत अधिकार प्रयोग गरे ।,0
30,ShahBalen,2022285493745136086,"एउटा देश , एउटा नेपाल ।

आज गोर्खा दरबार । https://t.co/Tl4sdUvhSs",Fri Feb 13 12:23:28 +0000 2026,3498,172,https://x.com/ShahBalen/status/2022285493745136086,एउटा देश एउटा नेपाल । आज गोर्खा दरबार ।,True,9,,2022285493745136086,एउटा देश एउटा नेपाल ।,0
32,ShahBalen,2010381897281765645,"शुभकामना सबैलाई !!

हामी आउँदै छौं !! https://t.co/IgMKCSUuo0",Sun Jan 11 16:02:50 +0000 2026,3284,230,https://x.com/ShahBalen/status/2010381897281765645,शुभकामना सबैलाई हामी आउँदै छौं,True,5,,2010381897281765645,शुभकामना सबैलाई हामी आउँदै छौं,0
33,ShahBalen,2010202831266165244,"""घुस लिन्या र घुस दिन्या दुबै राष्ट्रका शत्रु हुन्""

राष्ट्रिय एकता दिवसको सुभकामना । https://t.co/OxWlwCgyCN",Sun Jan 11 04:11:17 +0000 2026,3037,282,https://x.com/ShahBalen/status/2010202831266165244,घुस लिन्या र घुस दिन्या दुबै राष्ट्रका शत्रु हुन् राष्ट्रिय एकता दिवसको सुभकामना ।,True,14,,2010202831266165244,घुस लिन्या र घुस दिन्या दुबै राष्ट्रका शत्रु हुन् राष्ट्रिय एकता दिवसको सुभकामना ।,0
34,ShahBalen,2005655453251113287,म नेपाल हासेको हेर्न चहान्छु । https://t.co/3MD1cIzllv,Mon Dec 29 15:01:37 +0000 2025,4228,426,https://x.com/ShahBalen/status/2005655453251113287,म नेपाल हासेको हेर्न चहान्छु ।,True,6,,2005655453251113287,म नेपाल हासेको हेर्न चहान्छु ।,0
